CNUC;N_REFERENCIA;UNIDADE;ACAO_MANEJO;INSTRUMENTO;APOIO;NOTA_INSUMO;ORDEM;NOTA_PESSOAL;NOTA_EQUIPAMENTO;NOTA_CAPACIDADE;NOTA_RECURSO;NOTA_APOIO;BIOMA
0000.00.0020;101200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Realizar a fiscalização;PLANO DE AÇÃO;Moderado apoio externo;0,800139;3;0,75;1;1;0,75;0,5;Cerrado
0000.00.0020;102200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Avaliar impactos ambientais em processo de licenciamento ambiental;LEGISLAÇÃO - AMPARO LEGAL;Pouco apoio externo;0,800151;2;0,5;0,75;1;1;0,75;Cerrado
0000.00.0020;103200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Avaliar e monitorar o Conselho Gestor;PLANO DE MANEJO;Total apoio externo;0,7002;5;0,75;1;1;0,75;0;Cerrado
0000.00.0020;104200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Realizar sinalização dos limites;PLANO DE MANEJO;Total apoio externo;0,400173;10;0,5;0,5;1;0;0;Cerrado
0000.00.0020;105200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Planejar ações de manejo de espécies ou habitats;PLANO DE MANEJO;Total apoio externo;0,650199;7;0,5;0,75;1;1;0;Cerrado
0000.00.0020;106200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Total apoio externo;0,750156;4;1;1;1;0,75;0;Cerrado
0000.00.0020;107200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Realizar o monitoramento da biodiversidade;PLANO DE MANEJO;Total apoio externo;0,500154;9;0,5;0,5;1;0,5;0;Cerrado
0000.00.0020;108200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Elaborar Programa/Plano de Educação Ambiental;PLANO DE MANEJO;Total apoio externo;0,55016;8;0,25;1;1;0,5;0;Cerrado
0000.00.0020;109200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Monitorar o Plano de Manejo;LEGISLAÇÃO - AMPARO LEGAL;Não foi necessário apoio externo;0,900225;1;0,75;1;0,75;1;0;Cerrado
0000.00.0020;110200000000020 ;ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA;Manter a rotina administrativa;NÃO PLANEJADA;Moderado apoio externo;0,700189;6;0,5;0,75;1;0,75;0,5;Cerrado
0000.00.0002;101200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Emitir Autorização Direta;OUTRO INSTRUMENTO;Moderado apoio externo;0,700153;2;0,5;0,75;1;0,75;0,5;Cerrado
0000.00.0002;102200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Realizar demarcação dos limites;SEM INSTRUMENTO;Muito apoio externo;0,200174;26;0,25;0,25;0,25;0;0,25;Cerrado
0000.00.0002;103200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Elaborar plano de comunicação;SEM INSTRUMENTO;Moderado apoio externo;0,400187;16;0,25;0,5;0,5;0,25;0,5;Cerrado
0000.00.0002;104200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Manter a rotina administrativa;SEM INSTRUMENTO;Total apoio externo;0,550189;7;0,25;0,75;1;0,75;0;Cerrado
0000.00.0002;105200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Realizar sinalização dos limites;OUTRO INSTRUMENTO;Muito apoio externo;0,350173;22;0,5;0,5;0,5;0;0,25;Cerrado
0000.00.0002;106200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Implementar ações voltadas à exploração de produtos não madeireiros;SEM INSTRUMENTO;Moderado apoio externo;0,400165;17;0,25;0,5;0,5;0,25;0,5;Cerrado
0000.00.0002;107200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,400139;20;0,25;0,5;0,75;0,25;0,25;Cerrado
0000.00.0002;108200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Implantar o manejo de espécies ou habitats;SEM INSTRUMENTO;Muito apoio externo;0,300149;24;0,25;0,75;0,25;0;0,25;Cerrado
0000.00.0002;109200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Realizar estudos para alteração de limites;SEM INSTRUMENTO;Total apoio externo;0,350128;23;0,25;0,75;0,75;0;0;Cerrado
0000.00.0002;110200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Emitir Autorização Direta;OUTRO INSTRUMENTO;Moderado apoio externo;0,550153;9;0,25;0,75;0,75;0,5;0,5;Cerrado
0000.00.0002;111200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Realizar compensação ambiental;SEM INSTRUMENTO;Muito apoio externo;0,450186;14;0,25;0,75;0,75;0,25;0,25;Cerrado
0000.00.0002;112200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Elaborar Programa/Plano de Educação Ambiental;OUTRO INSTRUMENTO;Moderado apoio externo;0,55016;8;0,25;0,75;0,75;0,5;0,5;Cerrado
0000.00.0002;113200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Implantar o Conselho Gestor;SEM INSTRUMENTO;Moderado apoio externo;0,500224;12;0,25;0,5;0,75;0,5;0,5;Cerrado
0000.00.0002;114200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Elaborar Plano de Manejo;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,300125;25;0,25;0,25;0,75;0;0,25;Cerrado
0000.00.0002;115200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Implantar ações de Educação Ambiental;PLANO DE MANEJO INTEGRADO DO FOGO;Pouco apoio externo;0,600207;4;0,25;0,75;0,75;0,5;0,75;Cerrado
0000.00.0002;116200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Manter a rotina administrativa;OUTRO INSTRUMENTO;Pouco apoio externo;0,650189;3;0,25;0,75;0,75;0,75;0,75;Cerrado
0000.00.0002;117200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Realizar a fiscalização;SEM INSTRUMENTO;Muito apoio externo;0,550139;10;0,5;0,75;0,75;0,5;0,25;Cerrado
0000.00.0002;118200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Avaliar a gestão da unidade de conservação;SEM INSTRUMENTO;Pouco apoio externo;0,550129;11;0,25;0,75;0,75;0,25;0,75;Cerrado
0000.00.0002;119200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Contextualizar a Interface Territorial;OUTRO INSTRUMENTO;Muito apoio externo;0,400158;19;0,25;0,5;0,75;0,25;0,25;Cerrado
0000.00.0002;120200000000002 ;ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;Manter a rotina administrativa;OUTRO INSTRUMENTO;Muito apoio externo;0,400189;15;0,25;1;0,5;0;0,25;Cerrado
0000.00.0008;101200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Avaliar impactos ambientais em processo de licenciamento ambiental;OUTRO INSTRUMENTO;Pouco apoio externo;0,800151;4;0,25;1;1;1;0,75;Caatinga
0000.00.0008;102200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Avaliar a gestão da unidade de conservação;OUTRO INSTRUMENTO;Pouco apoio externo;0,900129;2;0,75;1;1;1;0,75;Caatinga
0000.00.0008;103200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Realizar ações preparatórias para o Manejo Integrado do Fogo;OUTRO INSTRUMENTO;Muito apoio externo;0,350192;19;0,5;0,25;0,5;0,25;0,25;Caatinga
0000.00.0008;104200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Implementar ações voltadas à exploração de produtos não madeireiros;SEM INSTRUMENTO;Muito apoio externo;0,700165;7;0,5;1;1;0,75;0,25;Caatinga
0000.00.0008;105200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Realizar compensação ambiental;PLANO DE AÇÃO;Muito apoio externo;0,800186;3;0,75;1;1;1;0,25;Caatinga
0000.00.0008;106200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Realizar o monitoramento da biodiversidade;OUTRO INSTRUMENTO;Moderado apoio externo;0,600154;10;0,5;0,75;1;0,25;0,5;Caatinga
0000.00.0008;107200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Cadastrar as famílias beneficiárias;OUTRO INSTRUMENTO;Muito apoio externo;0,550166;13;0,25;1;1;0,25;0,25;Caatinga
0000.00.0008;108200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Implantar ações de Educação Ambiental;OUTRO INSTRUMENTO;Muito apoio externo;0,550207;12;0,5;0,75;1;0,25;0,25;Caatinga
0000.00.0008;109200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Implantar o manejo de espécies ou habitats;PLANO DE AÇÃO;Moderado apoio externo;0,550149;15;0,25;0,75;1;0,25;0,5;Caatinga
0000.00.0008;110200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Não foi necessário apoio externo;1,000156;1;1;1;1;1;0;Caatinga
0000.00.0008;111200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Avaliar e monitorar o Conselho Gestor;PLANO DE AÇÃO;Moderado apoio externo;0,7502;5;0,75;1;0,75;0,75;0,5;Caatinga
0000.00.0008;112200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Realizar o monitoramento para proteção ambiental;PLANO DE FISCALIZAÇÃO;Pouco apoio externo;0,750194;6;0,5;0,75;0,75;1;0,75;Caatinga
0000.00.0008;113200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,350139;20;0;0,75;0,25;0,5;0,25;Caatinga
0000.00.0008;114200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Emitir Autorização Direta;OUTRO INSTRUMENTO;Muito apoio externo;0,550153;14;0,25;0,5;0,75;1;0,25;Caatinga
0000.00.0008;115200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,550139;16;0,25;1;0,5;0,75;0,25;Caatinga
0000.00.0008;116200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Implantar o manejo de espécies ou habitats;OUTRO INSTRUMENTO;Muito apoio externo;0,500149;17;0,75;0,5;0,75;0,25;0,25;Caatinga
0000.00.0008;117200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Realizar estudos para alteração de limites;OUTRO INSTRUMENTO;Muito apoio externo;0,650128;8;0,5;0,75;0,75;1;0,25;Caatinga
0000.00.0008;118200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Elaborar Programa/Plano de Educação Ambiental;PLANO DE AÇÃO;Muito apoio externo;0,60016;9;0,5;1;0,75;0,5;0,25;Caatinga
0000.00.0008;119200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Implantar o manejo de espécies ou habitats;OUTRO INSTRUMENTO;Muito apoio externo;0,500149;18;0,25;0,75;0,75;0,5;0,25;Caatinga
0000.00.0008;120200000000008 ;ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;Elaborar Plano de Manejo;OUTRO INSTRUMENTO;Muito apoio externo;0,600125;11;0,5;0,5;0,75;1;0,25;Caatinga
0000.00.1912;101200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Implantar o Conselho Gestor;OUTRO INSTRUMENTO;Pouco apoio externo;0,500224;12;0,5;0,5;0,75;0;0,75;Marinho
0000.00.1912;102200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Moderado apoio externo;0,500139;13;0,25;0,5;0,75;0,5;0,5;Marinho
0000.00.1912;103200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Gerir atividades de pesquisa e gestão do conhecimento;LEGISLAÇÃO - AMPARO LEGAL;Não foi necessário apoio externo;1,000156;2;1;1;1;1;0;Marinho
0000.00.1912;104200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Implantar ações de Educação Ambiental;SEM INSTRUMENTO;Muito apoio externo;0,300207;17;0,25;0,5;0,5;0;0,25;Marinho
0000.00.1912;105200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Avaliar impactos ambientais em processo de licenciamento ambiental;LEGISLAÇÃO - AMPARO LEGAL;Pouco apoio externo;0,800151;7;0,5;1;0,75;1;0,75;Marinho
0000.00.1912;106200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Avaliar impactos ambientais em processo de licenciamento ambiental;OUTRO INSTRUMENTO;Pouco apoio externo;0,750151;9;0,25;1;0,75;1;0,75;Marinho
0000.00.1912;107200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Elaborar Plano de Manejo;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,650125;11;0,25;1;0,75;1;0,25;Marinho
0000.00.1912;108200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Realizar o monitoramento para proteção ambiental;SEM INSTRUMENTO;Não foi necessário apoio externo;0,750194;8;0,5;0,75;0,5;1;0;Marinho
0000.00.1912;109200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Manter a rotina administrativa;SEM INSTRUMENTO;Não foi necessário apoio externo;0,850189;4;0,25;1;1;1;0;Marinho
0000.00.1912;110200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Gerir o uso de imagem da UC;LEGISLAÇÃO - AMPARO LEGAL;Não foi necessário apoio externo;0,700217;10;0,25;0,75;0,5;1;0;Marinho
0000.00.1912;111200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Comunicar e divulgar por meio das redes sociais;SEM INSTRUMENTO;Pouco apoio externo;0,450216;14;0,25;0,75;0,5;0;0,75;Marinho
0000.00.1912;112200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Organizar e participar em eventos;NÃO PLANEJADA;Não foi necessário apoio externo;0,800219;6;0,25;1;0,75;1;0;Marinho
0000.00.1912;113200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Gerir atividades de pesquisa e gestão do conhecimento;SEM INSTRUMENTO;Não foi necessário apoio externo;1,000156;1;1;1;1;1;0;Marinho
0000.00.1912;114200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Elaborar e distribuir os materiais de comunicação;SEM INSTRUMENTO;Pouco apoio externo;0,450188;16;0,25;0,75;0,5;0;0,75;Marinho
0000.00.1912;115200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Avaliar e monitorar o Conselho Gestor;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,8502;3;0,25;1;1;1;0;Marinho
0000.00.1912;116200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Realizar ações preparatórias de fiscalização;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,450191;15;0,25;1;0,75;0;0,25;Marinho
0000.00.1912;117200000001912 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Emitir Autorização Direta;LEGISLAÇÃO - AMPARO LEGAL;Não foi necessário apoio externo;0,850153;5;0,5;1;0,75;1;0;Marinho
0000.29.0309;101200000290309 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Elaborar e distribuir os materiais de comunicação;PLANO DE MANEJO;Pouco apoio externo;0,400188;5;0,25;0;1;0;0,75;Mata Atlântica
0000.29.0309;102200000290309 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Elaborar Programa/Plano de Educação Ambiental;PLANO DE MANEJO;Pouco apoio externo;0,50016;3;0,25;0,25;1;0,25;0,75;Mata Atlântica
0000.29.0309;103200000290309 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Implantar o Conselho Gestor;PLANO DE MANEJO;Pouco apoio externo;0,450224;4;0,25;0,25;0,75;0,25;0,75;Mata Atlântica
0000.29.0309;104200000290309 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Total apoio externo;0,250223;6;0,25;0,25;0,75;0;0;Mata Atlântica
0000.29.0309;105200000290309 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Realizar a fiscalização;PLANO DE MANEJO;Moderado apoio externo;0,700139;2;0,75;0,75;0,75;0,75;0,5;Mata Atlântica
0000.29.0309;106200000290309 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Garantir equipamentos para realização das atividades;PLANO DE MANEJO;Total apoio externo;0,250211;7;0,25;0,25;0,75;0;0;Mata Atlântica
0000.29.0309;107200000290309 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Organizar e participar em eventos;PLANO DE AÇÃO;Pouco apoio externo;0,800219;1;1;0,75;1;0,5;0,75;Mata Atlântica
0000.00.0009;101200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Não foi necessário apoio externo;1,000156;1;1;1;1;1;0;Marinho
0000.00.0009;102200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Elaborar Programa/Plano de Educação Ambiental;PLANO DE AÇÃO;Muito apoio externo;0,60016;23;0,75;0,75;0,75;0,5;0,25;Marinho
0000.00.0009;103200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Moderado apoio externo;0,650156;16;0,75;0,75;0,75;0,5;0,5;Marinho
0000.00.0009;104200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Realizar sinalização dos limites;OUTRO INSTRUMENTO;Moderado apoio externo;0,700173;13;0,5;0,5;1;1;0,5;Marinho
0000.00.0009;105200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Planejar e Ordenar o Uso Público;PLANO DE USO PÚBLICO;Moderado apoio externo;0,650135;18;0,5;0,75;0,75;0,75;0,5;Marinho
0000.00.0009;106200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Monitorar a Visitação;PLANO DE USO PÚBLICO;Pouco apoio externo;0,800195;5;0,5;0,75;1;1;0,75;Marinho
0000.00.0009;107200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Avaliar e monitorar o Conselho Gestor;PLANO DE AÇÃO;Muito apoio externo;0,3502;28;0,5;0,25;0,5;0,25;0,25;Marinho
0000.00.0009;108200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Planejar e Ordenar o Uso Público;OUTRO INSTRUMENTO;Pouco apoio externo;0,850135;4;0,75;0,75;1;1;0,75;Marinho
0000.00.0009;109200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Realizar o monitoramento da biodiversidade;PLANO DE AÇÃO;Moderado apoio externo;0,700154;14;0,75;0,75;0,75;0,75;0,5;Marinho
0000.00.0009;110200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Implantar Uso Público;PLANO DE MANEJO;Muito apoio externo;0,600136;24;0,5;0,75;0,75;0,75;0,25;Marinho
0000.00.0009;111200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Avaliar e monitorar o Conselho Gestor;PLANO DE AÇÃO;Moderado apoio externo;0,5002;25;0,5;0,5;0,5;0,5;0,5;Marinho
0000.00.0009;112200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Implantar o manejo de espécies ou habitats;PLANO DE AÇÃO;Moderado apoio externo;0,750149;9;0,75;1;0,75;0,75;0,5;Marinho
0000.00.0009;113200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Monitorar a gestão da unidade de conservação;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,850196;3;0,5;0,75;1;1;0;Marinho
0000.00.0009;114200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Revisar o Plano de Manejo;PLANO DE AÇÃO;Moderado apoio externo;0,800126;6;0,75;0,75;1;1;0,5;Marinho
0000.00.0009;115200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Moderado apoio externo;0,700139;15;0,5;0,75;0,75;1;0,5;Marinho
0000.00.0009;116200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Avaliar impactos ambientais em processo de licenciamento ambiental;OUTRO INSTRUMENTO;Moderado apoio externo;0,750151;8;0,75;0,75;0,75;1;0,5;Marinho
0000.00.0009;117200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Manter a rotina administrativa;SEM INSTRUMENTO;Muito apoio externo;0,600189;21;0,25;0,75;1;0,75;0,25;Marinho
0000.00.0009;118200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Implantar o manejo de espécies ou habitats;PLANO DE MANEJO;Moderado apoio externo;0,650149;17;0,5;0,75;0,75;0,75;0,5;Marinho
0000.00.0009;119200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Implantar o Programa de Voluntariado;PLANO DE AÇÃO;Moderado apoio externo;0,600201;20;0,5;0,5;1;0,5;0,5;Marinho
0000.00.0009;120200000000009 ;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Elaborar e acompanhar parcerias para a gestão da UC;OUTRO INSTRUMENTO;Muito apoio externo;0,350223;27;0,75;0;0,75;0;0,25;Marinho
0000.00.3696;101200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Realizar ações de Manejo Integrado do Fogo;PLANO DE MANEJO INTEGRADO DO FOGO;Muito apoio externo;0,700193;3;1;0,75;0,75;0,75;0,25;Caatinga
0000.00.3696;102200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,500139;12;0,25;0,75;0,5;0,75;0,25;Caatinga
0000.00.3696;103200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Planejar ações de manejo de espécies ou habitats;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,500199;9;0,5;0,5;0,75;0,5;0,25;Caatinga
0000.00.3696;104200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Garantir infraestrutura para realização das atividades;SEM INSTRUMENTO;Muito apoio externo;0,450209;14;0,5;0,75;0,75;0;0,25;Caatinga
0000.00.3696;105200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Garantir infraestrutura para realização das atividades;SEM INSTRUMENTO;Muito apoio externo;0,450209;13;0,25;0,25;0,75;0,75;0,25;Caatinga
0000.00.3696;106200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Garantir recursos humanos para realização das atividades;SEM INSTRUMENTO;Muito apoio externo;0,50021;8;0,5;0,5;0,5;0,75;0,25;Caatinga
0000.00.3696;107200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Emitir Autorização Direta;OUTRO INSTRUMENTO;Moderado apoio externo;0,500153;11;0,5;0,5;0,5;0,5;0,5;Caatinga
0000.00.3696;108200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Implantar ações de Educação Ambiental;PLANO DE AÇÃO;Muito apoio externo;0,850207;2;1;1;1;1;0,25;Caatinga
0000.00.3696;109200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Formar o Conselho Gestor;PLANO DE AÇÃO;Muito apoio externo;0,450162;15;0,5;0,75;0,75;0;0,25;Caatinga
0000.00.3696;110200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Planejar ações de manejo de espécies ou habitats;PLANO DE AÇÃO;Muito apoio externo;0,600199;5;0,25;0,75;1;0,75;0,25;Caatinga
0000.00.3696;111200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Manter a rotina administrativa;SEM INSTRUMENTO;Pouco apoio externo;0,600189;6;0,5;0,75;0,5;0,5;0,75;Caatinga
0000.00.3696;112200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Gerir atividades de pesquisa e gestão do conhecimento;SEM INSTRUMENTO;Não foi necessário apoio externo;1,000156;1;1;1;1;1;0;Caatinga
0000.00.3696;113200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE AÇÃO;Muito apoio externo;0,550156;7;0,25;0,75;0,75;0,75;0,25;Caatinga
0000.00.3696;114200000003696 ;ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;Planejar ações de manejo de espécies ou habitats;PLANO DE AÇÃO;Muito apoio externo;0,500199;10;0,5;0,5;0,75;0,5;0,25;Caatinga
